Token Number,Rates,length,index_in_dataset,occurrence_number,device,ttft,ROUGEL
0,[],2113,9,1,,0.5690780589357018,1.0
0,[],4927,80,1,,0.7409618338569999,1.0
0,[],10510,33,1,,1.430319868028164,1.0
0,[],6608,10,1,,1.045573016628623,1.0
0,[],10490,93,1,,1.4115367787890136,1.0
0,[],1691,66,1,,0.2491429392248392,1.0
0,[],12786,94,1,,1.907447500154376,1.0
0,[],1322,129,1,,0.2126041110605001,1.0
0,[],10516,84,1,,1.4320567143149674,1.0
0,[],4757,126,1,,0.6143311206251383,1.0
0,[],8187,9,1,,1.2178711197338998,1.0
0,[],8563,72,1,,1.4682776941917837,1.0
0,[],3236,56,1,,0.5381112238392234,1.0
0,[],3760,161,1,,0.5602525407448411,1.0
0,[],1789,42,1,,0.2760774549096823,1.0
0,[],5341,132,1,,0.684313356410712,1.0
0,[],5571,78,1,,0.8681043079122901,1.0
0,[],8885,176,1,,1.4208555682562292,1.0
0,[],7941,185,1,,1.2735664010979235,1.0
0,[],4381,31,1,,0.6639839350245893,1.0
0,[],11887,15,1,,1.78445213008672,1.0
0,[],19654,77,1,,3.2389787822030485,1.0
0,[],6099,71,1,,0.9522258769720792,1.0
0,[],9825,191,1,,1.6024960642680526,1.0
0,[],7341,0,1,,1.068233153782785,1.0
0,[],8082,196,1,,1.2816179348155856,1.0
0,[],6952,114,1,,1.07817356986925,1.0
0,[],4187,62,1,,0.633747321087867,1.0
0,[],3276,25,1,,0.4844310437329113,1.0
0,[],10199,57,1,,1.4322675042785704,1.0
0,[],9694,61,1,,1.6615650528110564,1.0
0,[],11172,193,1,,1.817319378722459,1.0
0,[],9352,195,1,,1.5597319197840989,1.0
0,[],11315,104,1,,1.777811539825052,1.0
0,[],4686,32,1,,0.7138500371947885,1.0
0,[],8560,116,1,,1.5250485059805214,1.0
0,[],11299,113,1,,1.779897589236498,1.0
0,[],3375,142,1,,0.5161705361679196,1.0
0,[],4807,158,1,,0.7026634402573109,1.0
0,[],10205,141,1,,1.4392318851314485,1.0
0,[],2757,181,1,,0.4478901787661016,1.0
0,[],8984,76,1,,1.3680814621038735,1.0
0,[],10509,82,1,,1.4890329847112298,1.0
0,[],10497,55,1,,1.4781481707468629,1.0
0,[],8554,25,1,,1.525158895179629,1.0
0,[],7807,182,1,,1.269029718823731,1.0
0,[],9368,22,1,,1.4742031237110496,1.0
0,[],12805,148,1,,1.97742858203128,1.0
0,[],6398,181,1,,1.0253446772694588,1.0
0,[],9188,46,1,,1.423649752046913,1.0
0,[],8192,173,1,,1.2643260951153934,1.0
0,[],3477,121,1,,0.5534063717350364,1.0
0,[],3425,138,1,,0.5560531760565937,1.0
0,[],4187,174,1,,0.6408094200305641,1.0
0,[],12340,39,1,,1.8762913271784785,1.0
0,[],23789,70,1,,3.932664998341352,1.0
0,[],4803,23,1,,0.7480211690999568,1.0
0,[],20282,172,1,,3.2145918938331306,1.0
0,[],7165,55,1,,1.1829390921629963,1.0
0,[],8194,124,1,,1.2684375238604844,1.0
0,[],7781,94,1,,1.3126594740897417,1.0
0,[],19656,30,1,,3.318431946914643,1.0
0,[],3984,152,1,,0.6000757520087063,1.0
0,[],10512,78,1,,1.4865768789313734,1.0
0,[],5990,101,1,,0.8682897668331861,1.0
0,[],1198,194,1,,0.1997833447530865,1.0
0,[],9076,152,1,,1.526793984696269,1.0
0,[],12329,31,1,,1.8676960850134487,1.0
0,[],6236,68,1,,1.0033895447850227,1.0
0,[],10507,73,1,,1.457025466952473,1.0
0,[],4873,120,1,,0.7417006283067167,1.0
0,[],14011,140,1,,2.1546173221431677,1.0
0,[],4809,5,1,,0.6821979251690209,1.0
0,[],13887,45,1,,2.040500952862203,1.0
0,[],3429,188,1,,0.504063290078193,1.0
0,[],1644,46,1,,0.2523179911077022,1.0
0,[],9214,27,1,,1.5064868051558733,1.0
0,[],6911,169,1,,1.0775981489568949,1.0
0,[],9377,176,1,,1.4275571419857442,1.0
0,[],13883,18,1,,2.0361474780365825,1.0
0,[],10667,3,1,,1.7080047549679875,1.0
0,[],8345,89,1,,1.3204742139205337,1.0
0,[],6733,74,1,,1.0422631590627134,1.0
0,[],8984,2,1,,1.4407279039733112,1.0
0,[],2654,50,1,,0.4053978095762431,1.0
0,[],1162,48,1,,0.1947904331609606,1.0
0,[],11304,63,1,,1.7273319107480347,1.0
0,[],7940,101,1,,1.2663880148902535,1.0
0,[],4758,108,1,,0.6170916077680886,1.0
0,[],10506,90,1,,1.4414033172652123,1.0
0,[],9570,135,1,,1.550752961076796,1.0
0,[],9366,33,1,,1.544080420862883,1.0
0,[],14014,180,1,,2.135405396111309,1.0
0,[],11154,20,1,,1.8417878081090748,1.0
0,[],12644,118,1,,1.7683956469409168,1.0
0,[],4162,114,1,,0.6403803508728743,1.0
0,[],10231,173,1,,1.6773748500272632,1.0
0,[],10071,180,1,,1.6473465468734505,1.0
0,[],2756,39,1,,0.4034195900894701,1.0
0,[],4912,47,1,,0.752315322868526,1.0
